XS (b),dXS (b),Ea (eV),dEa (eV)
2.312000000000000e-02,3.408000000000000e-04,2.739300000000000e+06,4.108950000000000e+03
2.495200000000000e-02,3.536000000000000e-04,2.745300000000000e+06,4.117950000000000e+03
2.809600000000000e-02,3.736000000000000e-04,2.750300000000000e+06,4.125450000000000e+03
3.812800000000000e-02,4.328000000000001e-04,2.756300000000000e+06,4.134450000000000e+03
6.592800000000000e-02,5.664000000000000e-04,2.761300000000000e+06,4.141950000000000e+03
7.595200000000001e-02,6.080000000000000e-04,2.767300000000000e+06,4.150950000000000e+03
4.743200000000000e-02,4.824000000000000e-04,2.772300000000000e+06,4.158450000000000e+03
3.423200000000001e-02,4.120000000000000e-04,2.778300000000000e+06,4.167450000000000e+03
3.177600000000000e-02,3.976000000000001e-04,2.783300000000000e+06,4.174950000000000e+03
3.384000000000000e-02,4.096000000000000e-04,2.789300000000000e+06,4.183950000000000e+03
4.265600000000000e-02,4.576000000000001e-04,2.794300000000000e+06,4.191450000000000e+03
6.844799999999999e-02,5.776000000000001e-04,2.800300000000000e+06,4.200450000000000e+03
1.624000000000000e-01,8.856000000000000e-04,2.805300000000000e+06,4.207950000000000e+03
2.093600000000000e-01,1.004800000000000e-03,2.811300000000000e+06,4.216950000000000e+03
7.704000000000000e-02,6.128000000000000e-04,2.817300000000000e+06,4.225950000000000e+03
4.778400000000000e-02,4.840000000000000e-04,2.822300000000000e+06,4.233450000000000e+03
3.580800000000000e-02,4.216000000000001e-04,2.828300000000000e+06,4.242450000000000e+03
3.027200000000000e-02,3.880000000000001e-04,2.833300000000000e+06,4.249950000000000e+03
2.544000000000000e-02,3.568000000000000e-04,2.838300000000000e+06,4.257450000000000e+03
2.420800000000000e-02,3.496000000000000e-04,2.844300000000000e+06,4.266450000000000e+03
2.324000000000000e-02,3.424000000000000e-04,2.850300000000000e+06,4.275450000000000e+03
2.249600000000000e-02,3.376000000000000e-04,2.855300000000000e+06,4.282950000000000e+03
2.185600000000000e-02,3.320000000000000e-04,2.861300000000000e+06,4.291950000000000e+03
2.111200000000000e-02,3.272000000000000e-04,2.866300000000000e+06,4.299450000000000e+03
2.061600000000000e-02,3.240000000000000e-04,2.872300000000000e+06,4.308450000000000e+03
2.048800000000000e-02,3.232000000000000e-04,2.877300000000000e+06,4.315950000000000e+03
2.048800000000000e-02,3.232000000000000e-04,2.883300000000000e+06,4.324950000000000e+03
1.992800000000000e-02,3.192000000000000e-04,2.889300000000000e+06,4.333950000000000e+03
1.980000000000000e-02,3.176000000000000e-04,2.900300000000000e+06,4.350450000000000e+03
1.981600000000000e-02,3.184000000000000e-04,2.905300000000000e+06,4.357950000000000e+03
2.003200000000000e-02,3.200000000000000e-04,2.911300000000000e+06,4.366950000000000e+03
2.177600000000000e-02,3.328000000000000e-04,2.917300000000000e+06,4.375950000000000e+03
2.029600000000000e-02,3.216000000000000e-04,2.922300000000000e+06,4.383450000000000e+03
2.051200000000000e-02,3.232000000000000e-04,2.928300000000000e+06,4.392450000000000e+03
2.045600000000000e-02,3.232000000000000e-04,2.934300000000000e+06,4.401450000000000e+03
2.086400000000000e-02,3.256000000000001e-04,2.939300000000000e+06,4.408950000000000e+03
2.086400000000000e-02,3.256000000000001e-04,2.945300000000000e+06,4.417950000000000e+03
2.153600000000000e-02,3.312000000000000e-04,2.951300000000000e+06,4.426950000000000e+03
2.133600000000000e-02,3.304000000000000e-04,2.956400000000000e+06,4.434600000000000e+03
2.166400000000000e-02,3.320000000000000e-04,2.962400000000000e+06,4.443600000000000e+03
2.268800000000000e-02,3.392000000000000e-04,2.968400000000000e+06,4.452600000000000e+03
2.301600000000000e-02,3.416000000000001e-04,2.973400000000000e+06,4.460100000000000e+03
2.356000000000000e-02,3.464000000000000e-04,2.979400000000000e+06,4.469100000000000e+03
2.481600000000000e-02,3.544000000000000e-04,2.985400000000000e+06,4.478100000000000e+03
2.516000000000000e-02,3.568000000000000e-04,2.990400000000000e+06,4.485600000000000e+03
2.648000000000000e-02,3.656000000000000e-04,2.996400000000000e+06,4.494600000000000e+03
2.804800000000000e-02,3.760000000000000e-04,3.002400000000000e+06,4.503600000000000e+03
2.970400000000000e-02,3.864000000000000e-04,3.008400000000000e+06,4.512600000000000e+03
3.230400000000000e-02,4.016000000000000e-04,3.013400000000000e+06,4.520100000000000e+03
3.408000000000000e-02,4.128000000000000e-04,3.019400000000000e+06,4.529100000000000e+03
3.807200000000000e-02,4.352000000000000e-04,3.025400000000000e+06,4.538100000000000e+03
4.103200000000001e-02,4.512000000000001e-04,3.030400000000000e+06,4.545600000000000e+03
4.549600000000000e-02,4.752000000000001e-04,3.036400000000000e+06,4.554600000000000e+03
4.998400000000000e-02,4.968000000000000e-04,3.042400000000000e+06,4.563600000000000e+03
5.303200000000000e-02,5.112000000000001e-04,3.047400000000000e+06,4.571100000000000e+03
5.628800000000000e-02,5.272000000000000e-04,3.053400000000000e+06,4.580100000000000e+03
5.744000000000000e-02,5.320000000000000e-04,3.059400000000000e+06,4.589100000000000e+03
5.578400000000000e-02,5.240000000000001e-04,3.065400000000000e+06,4.598100000000000e+03
5.491200000000001e-02,5.200000000000000e-04,3.071400000000000e+06,4.607100000000000e+03
5.362400000000000e-02,5.144000000000000e-04,3.076400000000000e+06,4.614600000000000e+03
5.160000000000001e-02,5.048000000000000e-04,3.082400000000000e+06,4.623600000000000e+03
5.020800000000000e-02,4.984000000000000e-04,3.088400000000000e+06,4.632600000000000e+03
4.766400000000000e-02,4.864000000000001e-04,3.094400000000000e+06,4.641600000000000e+03
4.593600000000000e-02,4.776000000000000e-04,3.100400000000000e+06,4.650600000000000e+03
4.492800000000000e-02,4.728000000000001e-04,3.106400000000000e+06,4.659600000000000e+03
4.420000000000000e-02,4.680000000000000e-04,3.111400000000000e+06,4.667100000000000e+03
4.352000000000000e-02,4.648000000000000e-04,3.117400000000000e+06,4.676100000000000e+03
4.363200000000000e-02,4.656000000000000e-04,3.123400000000000e+06,4.685100000000000e+03
4.293600000000000e-02,4.624000000000000e-04,3.129400000000000e+06,4.694100000000000e+03
4.362400000000000e-02,4.656000000000000e-04,3.134400000000000e+06,4.701600000000000e+03
4.420800000000000e-02,4.696000000000000e-04,3.140400000000000e+06,4.710600000000000e+03
4.283200000000000e-02,4.616000000000001e-04,3.146400000000000e+06,4.719600000000000e+03
4.458400000000001e-02,4.712000000000000e-04,3.152400000000000e+06,4.728600000000000e+03
4.546400000000000e-02,4.752000000000001e-04,3.158400000000000e+06,4.737600000000000e+03
4.633600000000000e-02,4.800000000000000e-04,3.164400000000000e+06,4.746600000000000e+03
4.879200000000000e-02,4.928000000000001e-04,3.170400000000000e+06,4.755600000000000e+03
4.856000000000000e-02,4.904000000000001e-04,3.176400000000000e+06,4.764600000000000e+03
4.976000000000000e-02,4.968000000000000e-04,3.181400000000000e+06,4.772100000000000e+03
5.256000000000000e-02,5.104000000000000e-04,3.188400000000000e+06,4.782600000000000e+03
5.483200000000001e-02,5.208000000000000e-04,3.193400000000000e+06,4.790100000000000e+03
5.589600000000000e-02,5.256000000000001e-04,3.199400000000000e+06,4.799100000000000e+03
5.832800000000000e-02,5.368000000000000e-04,3.205400000000000e+06,4.808100000000000e+03
6.032000000000000e-02,5.456000000000000e-04,3.211400000000000e+06,4.817100000000000e+03
6.332000000000000e-02,5.592000000000000e-04,3.217400000000000e+06,4.826100000000000e+03
6.580800000000001e-02,5.696000000000000e-04,3.223400000000000e+06,4.835100000000000e+03
6.825600000000000e-02,5.792000000000001e-04,3.229400000000000e+06,4.844100000000000e+03
7.204000000000001e-02,5.952000000000000e-04,3.235400000000000e+06,4.853100000000000e+03
7.732800000000001e-02,6.160000000000000e-04,3.241400000000000e+06,4.862100000000000e+03
8.048000000000000e-02,6.288000000000001e-04,3.247400000000000e+06,4.871100000000000e+03
8.536000000000001e-02,6.472000000000001e-04,3.252400000000000e+06,4.878600000000000e+03
8.928000000000001e-02,6.616000000000000e-04,3.258500000000000e+06,4.887750000000000e+03
9.408000000000000e-02,6.784000000000000e-04,3.264500000000000e+06,4.896750000000000e+03
1.008800000000000e-01,7.024000000000001e-04,3.270500000000000e+06,4.905750000000000e+03
1.071200000000000e-01,7.240000000000000e-04,3.276500000000000e+06,4.914750000000000e+03
1.120000000000000e-01,7.400000000000001e-04,3.282500000000000e+06,4.923750000000000e+03
1.177600000000000e-01,7.592000000000000e-04,3.288500000000000e+06,4.932750000000000e+03
1.240000000000000e-01,7.776000000000000e-04,3.294500000000000e+06,4.941750000000000e+03
1.272000000000000e-01,7.880000000000001e-04,3.300500000000000e+06,4.950750000000000e+03
1.315200000000000e-01,8.007999999999999e-04,3.306500000000000e+06,4.959750000000000e+03
1.347200000000000e-01,8.112000000000000e-04,3.312500000000000e+06,4.968750000000000e+03
1.347200000000000e-01,8.104000000000001e-04,3.318500000000000e+06,4.977750000000000e+03
1.343200000000000e-01,8.096000000000002e-04,3.324500000000000e+06,4.986750000000000e+03
1.316000000000000e-01,8.016000000000001e-04,3.330500000000000e+06,4.995750000000000e+03
1.280800000000000e-01,7.904000000000000e-04,3.336500000000000e+06,5.004750000000000e+03
1.224800000000000e-01,7.736000000000000e-04,3.342500000000000e+06,5.013750000000000e+03
1.180000000000000e-01,7.592000000000000e-04,3.348500000000000e+06,5.022750000000000e+03
1.095200000000000e-01,7.320000000000000e-04,3.354500000000000e+06,5.031750000000000e+03
1.030400000000000e-01,7.104000000000000e-04,3.360500000000000e+06,5.040750000000000e+03
9.576000000000001e-02,6.856000000000001e-04,3.366500000000000e+06,5.049750000000000e+03
9.048000000000000e-02,6.664000000000000e-04,3.372500000000000e+06,5.058750000000000e+03
8.391999999999999e-02,6.424000000000000e-04,3.378500000000000e+06,5.067750000000000e+03
8.280000000000000e-02,6.384000000000000e-04,3.384500000000000e+06,5.076750000000000e+03
8.184000000000001e-02,6.352000000000000e-04,3.390500000000000e+06,5.085750000000000e+03
8.440000000000000e-02,6.440000000000000e-04,3.396500000000000e+06,5.094750000000000e+03
9.048000000000000e-02,6.672000000000001e-04,3.403500000000000e+06,5.105250000000000e+03
1.060000000000000e-01,7.208000000000001e-04,3.408500000000000e+06,5.112750000000000e+03
1.170400000000000e-01,7.568000000000001e-04,3.415500000000000e+06,5.123250000000000e+03
1.139200000000000e-01,7.480000000000000e-04,3.421500000000000e+06,5.132250000000000e+03
9.368000000000000e-02,6.784000000000000e-04,3.427500000000000e+06,5.141250000000000e+03
7.188000000000000e-02,5.968000000000001e-04,3.433500000000000e+06,5.150250000000000e+03
5.508000000000000e-02,5.240000000000001e-04,3.439500000000000e+06,5.159250000000000e+03
4.542400000000000e-02,4.768000000000000e-04,3.445500000000000e+06,5.168250000000000e+03
3.851200000000000e-02,4.416000000000000e-04,3.451500000000000e+06,5.177250000000000e+03
3.303200000000000e-02,4.104000000000000e-04,3.457500000000000e+06,5.186250000000000e+03
2.898400000000000e-02,3.856000000000000e-04,3.464500000000000e+06,5.196750000000000e+03
2.525600000000000e-02,3.624000000000000e-04,3.469500000000000e+06,5.204250000000000e+03
2.280000000000000e-02,3.448000000000000e-04,3.476500000000000e+06,5.214750000000000e+03
2.038400000000000e-02,3.280000000000000e-04,3.482500000000000e+06,5.223750000000000e+03
1.858400000000000e-02,3.152000000000000e-04,3.488500000000000e+06,5.232750000000000e+03
1.704000000000000e-02,3.024000000000000e-04,3.494500000000000e+06,5.241750000000000e+03
1.580000000000000e-02,2.928000000000000e-04,3.500500000000000e+06,5.250750000000000e+03
1.438400000000000e-02,2.808000000000000e-04,3.507500000000000e+06,5.261250000000000e+03
1.311200000000000e-02,2.696000000000000e-04,3.513500000000000e+06,5.270250000000000e+03
1.208800000000000e-02,2.608000000000000e-04,3.519500000000000e+06,5.279250000000000e+03
1.078400000000000e-02,2.488000000000000e-04,3.525500000000000e+06,5.288250000000000e+03
1.032000000000000e-02,2.440000000000000e-04,3.531500000000000e+06,5.297250000000000e+03
9.296000000000000e-03,2.336000000000000e-04,3.537500000000000e+06,5.306250000000000e+03
9.128000000000001e-03,2.312000000000000e-04,3.543500000000000e+06,5.315250000000000e+03
8.640000000000000e-03,2.272000000000000e-04,3.550500000000000e+06,5.325750000000000e+03
8.255999999999999e-03,2.232000000000000e-04,3.556500000000000e+06,5.334750000000000e+03
6.835200000000000e-03,2.080000000000000e-04,3.562600000000000e+06,5.343900000000000e+03
6.928800000000001e-03,2.088000000000000e-04,3.568600000000000e+06,5.352900000000000e+03
6.289599999999999e-03,2.008000000000000e-04,3.575600000000000e+06,5.363400000000000e+03
6.108800000000001e-03,1.992000000000000e-04,3.581600000000000e+06,5.372400000000000e+03
5.614400000000000e-03,1.928000000000000e-04,3.587600000000000e+06,5.381400000000000e+03
5.300000000000000e-03,1.888000000000000e-04,3.593600000000000e+06,5.390400000000000e+03
4.792000000000000e-03,1.832000000000000e-04,3.600600000000000e+06,5.400900000000000e+03
4.869600000000001e-03,1.848000000000000e-04,3.606600000000000e+06,5.409900000000000e+03
4.133600000000000e-03,1.744000000000000e-04,3.612600000000000e+06,5.418900000000000e+03
3.764800000000000e-03,1.696000000000000e-04,3.618600000000000e+06,5.427900000000000e+03
3.533600000000000e-03,1.656000000000000e-04,3.624600000000000e+06,5.436900000000000e+03
3.672800000000000e-03,1.680000000000000e-04,3.631600000000000e+06,5.447400000000000e+03
7.496800000000001e-03,2.160000000000000e-04,3.637600000000000e+06,5.456400000000000e+03
1.757600000000000e-02,3.096000000000000e-04,3.643600000000000e+06,5.465400000000000e+03
1.155200000000000e-02,2.584000000000000e-04,3.649600000000000e+06,5.474400000000000e+03
7.200800000000000e-03,2.136000000000000e-04,3.656600000000000e+06,5.484900000000000e+03
6.027200000000000e-03,2.000000000000000e-04,3.662600000000000e+06,5.493900000000000e+03
4.892000000000001e-03,1.864000000000000e-04,3.668600000000000e+06,5.502900000000000e+03
5.376800000000001e-03,1.912000000000000e-04,3.675600000000000e+06,5.513400000000000e+03
5.064800000000000e-03,1.880000000000000e-04,3.681600000000000e+06,5.522400000000000e+03
4.410400000000000e-03,1.792000000000000e-04,3.687600000000000e+06,5.531400000000000e+03
4.915200000000001e-03,1.864000000000000e-04,3.694600000000000e+06,5.541900000000000e+03
6.598400000000001e-03,2.072000000000000e-04,3.700600000000000e+06,5.550900000000000e+03
1.340800000000000e-02,2.752000000000000e-04,3.706600000000000e+06,5.559900000000000e+03
7.333600000000000e-02,6.048000000000001e-04,3.713600000000000e+06,5.570400000000000e+03
2.792800000000000e-02,3.824000000000000e-04,3.719600000000000e+06,5.579400000000000e+03
1.001600000000000e-02,2.440000000000000e-04,3.725600000000000e+06,5.588400000000000e+03
5.877600000000000e-03,1.992000000000000e-04,3.732600000000000e+06,5.598900000000000e+03
4.456800000000000e-03,1.816000000000000e-04,3.738600000000000e+06,5.607900000000000e+03
3.884000000000000e-03,1.736000000000000e-04,3.744600000000000e+06,5.616900000000000e+03
3.345600000000000e-03,1.672000000000000e-04,3.751600000000000e+06,5.627400000000000e+03
3.128000000000001e-03,1.632000000000000e-04,3.757600000000000e+06,5.636400000000000e+03
2.936000000000000e-03,1.608000000000000e-04,3.764600000000000e+06,5.646900000000000e+03
2.861600000000000e-03,1.600000000000000e-04,3.770600000000000e+06,5.655900000000000e+03
2.588800000000000e-03,1.560000000000000e-04,3.776600000000000e+06,5.664900000000000e+03
2.140800000000000e-03,1.488000000000000e-04,3.783600000000000e+06,5.675400000000000e+03
2.356000000000000e-03,1.528000000000000e-04,3.789600000000000e+06,5.684400000000000e+03
2.243200000000000e-03,1.504000000000000e-04,3.796600000000000e+06,5.694900000000000e+03
2.212000000000000e-03,1.504000000000000e-04,3.802600000000000e+06,5.703900000000000e+03
2.092000000000000e-03,1.488000000000000e-04,3.812600000000000e+06,5.718900000000000e+03
1.930400000000000e-03,1.472000000000000e-04,3.815600000000000e+06,5.723400000000000e+03
1.964000000000000e-03,1.464000000000000e-04,3.821600000000000e+06,5.732400000000000e+03
1.689600000000000e-03,1.424000000000000e-04,3.828600000000000e+06,5.742900000000000e+03
1.829600000000000e-03,1.448000000000000e-04,3.834600000000000e+06,5.751900000000000e+03
1.992000000000000e-03,1.472000000000000e-04,3.840600000000000e+06,5.760900000000000e+03
1.730400000000000e-03,1.440000000000000e-04,3.847600000000000e+06,5.771400000000000e+03
1.667200000000000e-03,1.432000000000000e-04,3.853600000000000e+06,5.780400000000000e+03
1.790400000000000e-03,1.448000000000000e-04,3.860600000000000e+06,5.790900000000000e+03
1.923200000000000e-03,1.472000000000000e-04,3.866600000000000e+06,5.799900000000000e+03
1.685600000000000e-03,1.440000000000000e-04,3.873700000000000e+06,5.810550000000000e+03
1.238400000000000e-03,1.360000000000000e-04,3.879700000000000e+06,5.819550000000000e+03
1.608000000000000e-03,1.432000000000000e-04,3.886700000000000e+06,5.830050000000000e+03
1.567200000000000e-03,1.424000000000000e-04,3.892700000000000e+06,5.839050000000000e+03
1.515200000000000e-03,1.416000000000000e-04,3.898700000000000e+06,5.848050000000000e+03
1.749600000000000e-03,1.456000000000000e-04,3.905700000000000e+06,5.858550000000000e+03
2.060800000000000e-03,1.504000000000000e-04,3.911700000000000e+06,5.867550000000000e+03
2.086400000000000e-03,1.520000000000000e-04,3.918700000000000e+06,5.878050000000000e+03
2.132800000000000e-03,1.528000000000000e-04,3.924700000000000e+06,5.887050000000000e+03
2.004800000000000e-03,1.520000000000000e-04,3.931700000000000e+06,5.897550000000000e+03
2.226400000000000e-03,1.552000000000000e-04,3.937700000000000e+06,5.906550000000000e+03
2.367200000000000e-03,1.568000000000000e-04,3.944700000000000e+06,5.917050000000000e+03
2.537600000000000e-03,1.600000000000000e-04,3.951700000000000e+06,5.927550000000000e+03
2.936800000000000e-03,1.664000000000000e-04,3.957700000000000e+06,5.936550000000000e+03
3.022400000000000e-03,1.680000000000000e-04,3.964700000000000e+06,5.947050000000000e+03
3.672800000000000e-03,1.776000000000000e-04,3.970700000000000e+06,5.956050000000000e+03
3.627200000000000e-03,1.768000000000000e-04,3.977700000000000e+06,5.966550000000000e+03
3.956800000000000e-03,1.816000000000000e-04,3.984700000000000e+06,5.977050000000000e+03
4.282400000000000e-03,1.848000000000000e-04,3.990700000000000e+06,5.986050000000000e+03
4.413600000000000e-03,1.872000000000000e-04,3.997700000000000e+06,5.996550000000000e+03
4.927200000000001e-03,1.936000000000000e-04,4.003700000000000e+06,6.005550000000000e+03
5.730400000000000e-03,2.040000000000000e-04,4.010700000000000e+06,6.016050000000000e+03
5.875200000000001e-03,2.056000000000000e-04,4.016700000000000e+06,6.025050000000000e+03
6.768800000000000e-03,2.160000000000000e-04,4.023700000000000e+06,6.035550000000000e+03
6.604000000000000e-03,2.144000000000000e-04,4.029700000000000e+06,6.044550000000000e+03
7.019200000000001e-03,2.192000000000000e-04,4.036700000000000e+06,6.055050000000000e+03
7.208800000000000e-03,2.224000000000000e-04,4.043700000000000e+06,6.065550000000000e+03
8.248000000000000e-03,2.336000000000000e-04,4.049700000000000e+06,6.074550000000000e+03
8.224000000000000e-03,2.320000000000000e-04,4.056700000000000e+06,6.085050000000000e+03
8.880000000000001e-03,2.392000000000000e-04,4.063700000000000e+06,6.095550000000000e+03
9.296000000000000e-03,2.432000000000000e-04,4.069700000000000e+06,6.104550000000000e+03
1.074400000000000e-02,2.584000000000000e-04,4.076700000000000e+06,6.115050000000000e+03
1.095200000000000e-02,2.600000000000000e-04,4.076700000000000e+06,6.115050000000000e+03
1.506400000000000e-02,2.960000000000000e-04,4.083700000000000e+06,6.125550000000000e+03
2.329600000000000e-02,3.568000000000000e-04,4.089700000000000e+06,6.134550000000000e+03
2.860000000000000e-02,3.912000000000000e-04,4.096700000000000e+06,6.145050000000000e+03
2.096000000000000e-02,3.416000000000001e-04,4.102700000000000e+06,6.154050000000000e+03
1.603200000000000e-02,3.048000000000000e-04,4.109700000000000e+06,6.164550000000000e+03
1.329600000000000e-02,2.816000000000000e-04,4.116700000000000e+06,6.175050000000000e+03
1.132000000000000e-02,2.640000000000000e-04,4.122700000000000e+06,6.184050000000000e+03
9.640000000000001e-03,2.488000000000000e-04,4.129700000000000e+06,6.194550000000000e+03
8.895999999999999e-03,2.408000000000000e-04,4.136700000000000e+06,6.205050000000000e+03
8.400000000000001e-03,2.360000000000000e-04,4.143700000000000e+06,6.215550000000000e+03
8.152000000000000e-03,2.344000000000000e-04,4.149700000000000e+06,6.224550000000000e+03
8.007999999999999e-03,2.328000000000000e-04,4.156700000000000e+06,6.235050000000000e+03
7.554400000000000e-03,2.280000000000000e-04,4.162700000000000e+06,6.244050000000000e+03
7.225600000000000e-03,2.248000000000000e-04,4.169700000000000e+06,6.254550000000000e+03
7.560799999999999e-03,2.280000000000000e-04,4.176700000000000e+06,6.265050000000000e+03
7.176800000000001e-03,2.240000000000000e-04,4.183700000000000e+06,6.275550000000000e+03
6.748800000000001e-03,2.200000000000000e-04,4.189700000000000e+06,6.284550000000000e+03
6.644799999999999e-03,2.192000000000000e-04,4.196700000000000e+06,6.295050000000000e+03
7.016800000000000e-03,2.232000000000000e-04,4.203700000000000e+06,6.305550000000000e+03
7.290400000000000e-03,2.264000000000000e-04,4.210700000000000e+06,6.316050000000000e+03
7.297600000000000e-03,2.264000000000000e-04,4.217700000000000e+06,6.326550000000000e+03
7.373600000000000e-03,2.272000000000000e-04,4.223700000000000e+06,6.335550000000000e+03
7.244000000000000e-03,2.264000000000000e-04,4.230700000000000e+06,6.346050000000000e+03
7.216000000000000e-03,2.264000000000000e-04,4.237700000000000e+06,6.356550000000000e+03
7.651200000000000e-03,2.320000000000000e-04,4.244700000000000e+06,6.367050000000000e+03
7.284000000000001e-03,2.272000000000000e-04,4.250700000000000e+06,6.376050000000000e+03
7.376000000000001e-03,2.288000000000000e-04,4.257700000000000e+06,6.386550000000000e+03
7.614400000000000e-03,2.312000000000000e-04,4.264700000000000e+06,6.397050000000000e+03
8.080000000000000e-03,2.360000000000000e-04,4.270700000000000e+06,6.406050000000000e+03
7.692800000000000e-03,2.320000000000000e-04,4.278700000000000e+06,6.418050000000000e+03
7.736800000000001e-03,2.328000000000000e-04,4.284700000000000e+06,6.427050000000000e+03
8.232000000000001e-03,2.376000000000000e-04,4.291700000000000e+06,6.437550000000000e+03
8.184000000000000e-03,2.376000000000000e-04,4.298700000000000e+06,6.448050000000000e+03
9.360000000000000e-03,2.496000000000000e-04,4.305700000000000e+06,6.458550000000000e+03
9.960000000000000e-03,2.560000000000000e-04,4.312700000000000e+06,6.469050000000000e+03
1.015200000000000e-02,2.576000000000000e-04,4.318700000000000e+06,6.478050000000000e+03
1.141600000000000e-02,2.696000000000000e-04,4.325700000000000e+06,6.488550000000000e+03
1.224000000000000e-02,2.768000000000000e-04,4.332700000000000e+06,6.499050000000000e+03
1.389600000000000e-02,2.912000000000000e-04,4.339700000000000e+06,6.509550000000000e+03
1.545600000000000e-02,3.040000000000000e-04,4.346700000000000e+06,6.520050000000000e+03
2.020800000000000e-02,3.392000000000000e-04,4.353700000000000e+06,6.530550000000000e+03
2.512000000000000e-02,3.728000000000000e-04,4.359700000000000e+06,6.539550000000000e+03
3.337600000000000e-02,4.240000000000000e-04,4.366700000000000e+06,6.550050000000000e+03
4.666400000000000e-02,4.944000000000000e-04,4.373700000000000e+06,6.560550000000000e+03
7.249600000000000e-02,6.080000000000000e-04,4.380700000000000e+06,6.571050000000000e+03
1.000800000000000e-01,7.096000000000000e-04,4.387700000000000e+06,6.581550000000000e+03
1.119200000000000e-01,7.496000000000000e-04,4.394700000000000e+06,6.592050000000000e+03
9.152000000000000e-02,6.800000000000000e-04,4.401700000000000e+06,6.602550000000000e+03
6.729600000000001e-02,5.872000000000000e-04,4.407700000000000e+06,6.611550000000000e+03
4.782400000000001e-02,5.015999999999999e-04,4.415700000000000e+06,6.623550000000000e+03
3.490400000000000e-02,4.336000000000000e-04,4.421700000000000e+06,6.632550000000000e+03
2.679200000000000e-02,3.848000000000000e-04,4.428700000000000e+06,6.643050000000000e+03
2.174400000000000e-02,3.528000000000000e-04,4.435700000000000e+06,6.653550000000000e+03
1.829600000000000e-02,3.280000000000000e-04,4.442700000000000e+06,6.664050000000000e+03
1.646400000000000e-02,3.136000000000000e-04,4.449700000000000e+06,6.674550000000000e+03
1.559200000000000e-02,3.072000000000000e-04,4.456700000000000e+06,6.685050000000000e+03
1.414400000000000e-02,2.960000000000000e-04,4.463700000000000e+06,6.695550000000000e+03
1.391200000000000e-02,2.944000000000000e-04,4.470700000000000e+06,6.706050000000000e+03
1.345600000000000e-02,2.904000000000000e-04,4.477700000000000e+06,6.716550000000000e+03
1.070400000000000e-02,2.664000000000000e-04,4.484700000000000e+06,6.727050000000000e+03
7.799200000000001e-03,2.392000000000000e-04,4.491700000000000e+06,6.737550000000000e+03
7.452000000000000e-03,2.360000000000000e-04,4.498700000000000e+06,6.748050000000000e+03
8.144000000000000e-03,2.424000000000000e-04,4.504800000000000e+06,6.757200000000000e+03
8.144000000000000e-03,2.424000000000000e-04,4.512800000000000e+06,6.769200000000000e+03
8.672000000000001e-03,2.488000000000000e-04,4.519800000000000e+06,6.779700000000000e+03
9.176000000000000e-03,2.536000000000000e-04,4.526800000000000e+06,6.790200000000000e+03
9.384000000000002e-03,2.552000000000000e-04,4.532800000000000e+06,6.799200000000000e+03
9.728000000000001e-03,2.592000000000000e-04,4.540800000000000e+06,6.811200000000000e+03
1.084800000000000e-02,2.696000000000000e-04,4.547800000000000e+06,6.821700000000000e+03
1.176000000000000e-02,2.776000000000000e-04,4.554800000000000e+06,6.832200000000000e+03
1.444000000000000e-02,3.000000000000000e-04,4.562800000000000e+06,6.844200000000000e+03
1.797600000000000e-02,3.280000000000000e-04,4.567800000000000e+06,6.851700000000000e+03
4.669600000000000e-02,4.976000000000001e-04,4.575800000000000e+06,6.863700000000000e+03
1.716800000000000e-01,9.247999999999999e-04,4.582800000000000e+06,6.874200000000000e+03
7.975200000000000e-02,6.384000000000000e-04,4.588800000000000e+06,6.883200000000000e+03
4.402400000000001e-02,4.848000000000000e-04,4.595800000000000e+06,6.893700000000000e+03
4.547200000000001e-02,4.912000000000000e-04,4.602800000000000e+06,6.904200000000000e+03
3.668000000000000e-02,4.456000000000000e-04,4.610800000000000e+06,6.916200000000000e+03
2.847200000000000e-02,3.992000000000000e-04,4.617800000000000e+06,6.926700000000000e+03
2.390400000000000e-02,3.704000000000000e-04,4.624800000000000e+06,6.937200000000000e+03
2.239200000000000e-02,3.608000000000000e-04,4.631800000000000e+06,6.947700000000000e+03
2.179200000000000e-02,3.568000000000000e-04,4.638800000000000e+06,6.958200000000000e+03
2.204000000000000e-02,3.584000000000000e-04,4.645800000000000e+06,6.968700000000000e+03
2.242400000000000e-02,3.608000000000000e-04,4.652800000000000e+06,6.979200000000000e+03
2.353600000000000e-02,3.688000000000000e-04,4.659800000000000e+06,6.989700000000000e+03
2.464000000000000e-02,3.752000000000000e-04,4.666800000000000e+06,7.000200000000000e+03
2.576800000000000e-02,3.832000000000000e-04,4.673800000000000e+06,7.010700000000000e+03
2.742400000000000e-02,3.936000000000000e-04,4.681800000000000e+06,7.022700000000000e+03
2.970400000000000e-02,4.072000000000000e-04,4.687800000000000e+06,7.031700000000000e+03
3.000800000000000e-02,4.088000000000000e-04,4.695800000000000e+06,7.043700000000000e+03
3.135200000000000e-02,4.176000000000000e-04,4.702800000000000e+06,7.054200000000000e+03
3.188000000000000e-02,4.216000000000001e-04,4.709800000000000e+06,7.064700000000000e+03
3.231200000000000e-02,4.240000000000000e-04,4.716800000000000e+06,7.075200000000000e+03
3.308000000000000e-02,4.280000000000000e-04,4.723800000000000e+06,7.085700000000000e+03
3.268800000000000e-02,4.256000000000000e-04,4.730800000000000e+06,7.096200000000000e+03
